id,source,text,label,fold,pred0,pred1
c535f5613,livejupiter,"日本人として生まれても無能な低学歴って分かったら日本人の権利剥奪して追放すべきやろ
甘える。[SEP]日本人として生まれても無能な低学歴って分かったら日本人の権利剥奪して追放すべきやろ
甘えるな",1,3,-1.74,2.086
51e4036bf,newsplus,"押井は原作レイプの専門家だから
原作マンガの真意を誤解させることに関してはプロだが
それ以外には何も取り柄がな。[SEP]押井は原作レイプの専門家だから
原作マンガの真意を誤解させることに関してはプロだが
それ以外には何も取り柄がない",0,3,2.89,-2.564
67267344d,livejupiter,"女は精子がなくても
男は卵子がなくても産めるとはおもう現段階でも
倫理観が人間の進歩を疎外してるのか。[SEP]女は精子がなくても
男は卵子がなくても産めるとはおもう現段階でも
倫理観が人間の進歩を疎外してるのかな",0,3,-3.201,2.748
ceb7990f7,news4vip,"プロとかじゃなくて連れ同士で女の子何人捕まえれるか競争したりしてたw
まあ世間で言うチャラ男なのか。[SEP]プロとかじゃなくて連れ同士で女の子何人捕まえれるか競争したりしてたw
まあ世間で言うチャラ男なのかな",0,3,7.42,-7.582
271ffe7da,news4vip,"韓国は辛いもの食べ過ぎ
消化器官系の癌発症率が半端ねー。[SEP]韓国は辛いもの食べ過ぎ
消化器官系の癌発症率が半端ねーぞ",0,3,0.8936,-2.096
c203104f0,newsplus,"連中は法に従って動いてんだから、奴らのせいにするのはお門違いだろ
野放しにしたくなきゃ、そういう法律を作るしかな。[SEP]連中は法に従って動いてんだから、奴らのせいにするのはお門違いだろ
野放しにしたくなきゃ、そういう法律を作るしかない",0,3,3.654,-4.53
5edecaf71,newsplus,日本に都市爆撃やらかしたのは連合国ですからねぇ。[SEP],0,3,6.145,-6.75
4aec9a2be,newsplus,くぅんくぅんくぅんくぅんが、耳から離れない((((；ﾟДﾟ))))))。[SEP]くぅんくぅんくぅんくぅんが、耳から離れない((((；ﾟДﾟ))))))),0,3,4.836,-6.934
2ae0b16c6,newsplus,右と左って単語が全部イデオロギー挟んでるように見えるのならそろそろ病院行くほうが･･。[SEP]右と左って単語が全部イデオロギー挟んでるように見えるのならそろそろ病院行くほうが･･･,0,3,5.734,-6.78
7ea1fafa2,news4vip,"中国は常任理事国だぞ
拒否権行使すりゃ国連全体の制裁は受けないし
ロシアが中国によるだ。[SEP]中国は常任理事国だぞ
拒否権行使すりゃ国連全体の制裁は受けないし
ロシアが中国によるだろ",0,3,5.027,-5.426
522ccb228,livejupiter,"途中から出てきたんやが
無下にもできんし解明中。[SEP]途中から出てきたんやが
無下にもできんし解明中や",0,3,7.457,-7.543
6b83fd46e,newsplus,"＞板違いであるという事実

個人的見解。[SEP]
運営も、記者も、板のローカルルールも、天文台スレを板違いとは認めていない。",0,3,4.83,-5.68
610b6c935,news4vip,"リセット癖っていうのはただの逃げ癖
逃げてもいい事もあるが逃げ癖にその判断は出来ない
∴治すべ。[SEP]リセット癖っていうのはただの逃げ癖
逃げてもいい事もあるが逃げ癖にその判断は出来ない
∴治すべき",0,3,6.156,-7.19
604fe59f1,news4vip,フリーターっていうけど病気や障害でフリーターは別として責任持ちたくないとかいう理由でフリーターの奴が時給1500円にしろって話自体ありえん。[SEP]フリーターっていうけど病気や障害でフリーターは別として責任持ちたくないとかいう理由でフリーターの奴が時給1500円にしろって話自体ありえんわ,0,3,4.664,-4.574
a983a7cd4,newsplus,サンクス。[SEP]渋谷に出してたのか。いずれにせよあんな汚いの喰う奴いるのかね？,0,3,4.387,-5.668
ab72f5170,livejupiter,ワイ見たことないけど陽キャの友達にそれ調べてみって言ったら陰キャになったから見。[SEP]ワイ見たことないけど陽キャの友達にそれ調べてみって言ったら陰キャになったから見ん,0,3,6.594,-6.492
21fca60ad,newsplus,テレビに出るような、保守論客は櫻井よしこぐらいしか思いつかない・・。[SEP]テレビに出るような、保守論客は櫻井よしこぐらいしか思いつかない・・・,0,3,4.797,-5.527
37fe414da,news4vip,"神が失敗しても批判する奴は居ないからな
総理大臣が失敗するよりも質が悪い
いい加減死ね。[SEP]神が失敗しても批判する奴は居ないからな
総理大臣が失敗するよりも質が悪い
いい加減死ねよ",0,3,4.13,-4.664
9d90c9c5c,news4vip,読んでないかも知れんが俺はどっちかわからんから答え教えてって言ってるだけだぞ。[SEP]ことごとく、曖昧にされるが,0,3,5.914,-7.082
f6bc69165,news4vip,"PC2台あるのか
1台(白)は水冷か？
扇風機を使っているのがポイント高い。[SEP]PC2台あるのか
1台(白)は水冷か？
扇風機を使っているのがポイント高いな",0,3,6.53,-7.34
deae604b4,newsplus,中国人を仲間はずれにするのは、ヘイトだぞ。[SEP],0,3,2.148,-2.123
9dc47079a,news4vip,デブキチ逃げんな。[SEP]デブキチ逃げんなや,0,3,2.299,-2.33
3ed138a83,livejupiter,"4四金に4五歩のことか
とられたら3四歩でいいかなと思ってたんだけ。[SEP]4四金に4五歩のことか
とられたら3四歩でいいかなと思ってたんだけど",0,3,6.95,-7.84
d7cf63b43,newsplus,バイトのせいにしてるけど政府の人間が絡んでるんじゃねーのこれ。[SEP]バイトのせいにしてるけど政府の人間が絡んでるんじゃねーのこれ？,0,3,6.336,-7.36
ed4f4d93c,newsplus,"てか沸点低い奴が多すぎるんだよねパヨクってｗ
いじっててたのし。[SEP]てか沸点低い奴が多すぎるんだよねパヨクってｗ
いじっててたのしい",0,3,6.543,-6.926
e61ce8fba,newsplus,"そらやるだろ
橋下は下朝鮮、しばきや志位るズは上朝鮮
上下で資金力や資金源で対立はあっても、根は変わら。[SEP]そらやるだろ
橋下は下朝鮮、しばきや志位るズは上朝鮮
上下で資金力や資金源で対立はあっても、根は変わらん",0,3,4.598,-5.395
185ba45a8,livejupiter,"広島なんて原爆落とされて当然の民度やん
叩かれて騒ぐ倭猿はまた原爆浴びて土砂で砂風呂やって。[SEP]広島なんて原爆落とされて当然の民度やん
叩かれて騒ぐ倭猿はまた原爆浴びて土砂で砂風呂やってろ",1,3,-0.399,0.3362
6924d03ab,newsplus,"くわしいね、
俺にはまとめて大衆の往来で性癖の公言を厭わない変態にしか見えない。[SEP]くわしいね、
俺にはまとめて大衆の往来で性癖の公言を厭わない変態にしか見えないｗ",0,3,4.312,-4.484
5766fafc9,news4vip,"はいにげたっとｗ
一発でつぶれてたのかｗ
あれだけ勇んでたのに…ｗｗｗ
スルーした君はひとに意見求める資格なーっし。[SEP]はいにげたっとｗ
一発でつぶれてたのかｗ
あれだけ勇んでたのに…ｗｗｗ
スルーした君はひとに意見求める資格なーっしｗ",0,3,5.54,-6.37
d134ad3b1,newsplus,"これはまたあつくなるの？
それともたいふうがきてすずしくなるの。[SEP]これはまたあつくなるの？
それともたいふうがきてすずしくなるの？",0,3,7.457,-7.656
6bccbebc7,livejupiter,イッチがブサイクなのかイケメンなのか知らないけどモデルやってるイケメンでもアニメアイコンは普通におる。[SEP]イッチがブサイクなのかイケメンなのか知らないけどモデルやってるイケメンでもアニメアイコンは普通におるで,0,3,6.883,-6.406
d98d89cae,livejupiter,"ラクガキ王国は好きやったな
長いロード時間、島？の移動のめんどくささ、慣れるまでラクガキ作成の難しさ
はあったけど、やりこんで色集めて作りたいクリーチャー作れたときはホンマ嬉しかった。[SEP]ラクガキ王国は好きやったな
長いロード時間、島？の移動のめんどくささ、慣れるまでラクガキ作成の難しさ
はあったけど、やりこんで色集めて作りたいクリーチャー作れたときはホンマ嬉しかったわ",0,3,4.02,-4.8
63b805fe9,news4vip,"避難民からの移住パターンは多いと思う
アフィ連呼厨が居ないだけまだマシと思うしかない・・。[SEP]避難民からの移住パターンは多いと思う
アフィ連呼厨が居ないだけまだマシと思うしかない・・・",0,3,4.375,-4.21
9266d8c5b,newsplus,草の根で韓国に関わる人、物もの全て白眼視して排斥してやる。[SEP]草の根で韓国に関わる人、物もの全て白眼視して排斥してやるわ,1,3,-0.958,1.31
0b0f48401,livejupiter,"流れを読まずに質問して申し訳ないんやがここって
例えばワイがクトゥルフのssとか書いていいスレなんか。[SEP]流れを読まずに質問して申し訳ないんやがここって
例えばワイがクトゥルフのssとか書いていいスレなんか？",0,3,8.04,-7.887
